mitra_name,course_name,address,description
PT Mitra Semeru Indonesia,Digital Marketing Camp,"Jl. Mampang Prapatan Raya no 84A, Tegal Parang, Mampang Prapatan, Jakarta Selatan



","03.	Branding on Logo, Tagline, Brand Value & Brand Story 05.	Website & Landing Page 07.	Graphic Design 09.	Public Speaking & Live Streaming 11.	Paid Traffic FB & IG 13.	Paid Traffic of Google Ads 14.	Conversion by Power Closing 01.	Digital Growth Mindset 04.	Building Assets on Social Media & Marketplace 08.	Video Making 12.	Paid Traffic of TikTok 15.	Power Magnetic Funneling 02.	Keyword Research & Market Research 10.	Traffic Generations of Organic Traffic & Social Orchestra 16.	Flywheel CRM Marketing 06.	Content Production on: Copywriting "
Perkumpulan Sosial Ekonomi Akselerator Lab,Digital Transformation in The Government and Public Sector,"Kawasan Ekonomi Khusus Singhasari, Raya Klampok Blok D2 no 16 Purwoasri, Singosari, Kab. Malang",AWS Cloud Computing Konsep Transformasi Digital dan Perkembangannya Identifikasi Permasalahan dan Solusi Strategi pada Transformasi Digital di Instansi Pemerintahan Manajemen Sistem Informasi Konsep Penelitian dengan Framework Android & Website Programming Pengembangan Aplikasi dengan Metode Scrum 
PT Mitra Semeru Indonesia,"E-Commerce: Start Up, Smart Up, & Scale Up","Jl. Mampang Prapatan Raya no 84A, Tegal Parang, Mampang Prapatan, Jakarta Selatan



",04. Perancangan Produk/Jasa  02. Komunikasi  03. Leadership & Long Life Learning  05.  Manajemen Organisasi Bisnis / Startup berbasis Teknologi Digital  06. Teknologi Informasi  01. Digital Mindset  
PT STECHOQ ROBOTIKA INDONESIA,Education Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Produksi Konten Asesmen Produksi Bahan Ajar Digital Pengembangan Prototye Perancangan Bahan Ajar dan Bahan Evaluasi Daring Design Thingking  Pembuatan Sistem Ajar Asynchronous Berbasis Mobile Apps Penguasaan Perangkat Lunak Pengembangan Online Course 
PT STECHOQ ROBOTIKA INDONESIA,Electrical Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Sensor dan Aktuator Gambar Teknik Elektronika Mikrokontroller Elektronika Terpadu Elektronika Daya Wireless Sensor Network Elektronika Digital (Alarm and Display) 
PT STECHOQ ROBOTIKA INDONESIA,Farm Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta","Breeding dan Fattening SOP Industri Farm Domba Design Thinking Apps dan Dashboard monitoring Inovasi Teknologi Pakan Teknologi Hasil Ternak Teknologi di Kandang (timbangan, termogun, RFID) Sosial dan Ekonomi Peternakan "
PT Marka Kreasi Persada,From Beginner to Professional UI/UX Designer,,Big Task Mini Project Professional Skill Fundamental UX and UI Designer Guides and Rules on UI UX Fundamental Tools for UI UX Softskill and Documentation on UI UX Capstone Project 
PT Ruang Raya Indonesia,Frontend Engineering,"Jl. Dr. Saharjo No.161, Manggarai Selatan, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12860","Final Project: Web Development Programming with Javascript Software Engineering: Menerapkan proses pengembangan software dengan menggunakan Code Editor Visual Studio Code, Terminal, version control, dan basic networking. Frontend Web Development With HTML & CSS: Memahami penulisan HTML dan penggunaan CSS dalam Web Development dasar Interacting with Web APIs: Memahami bagaimana aplikasi website berjalan dan ditampilkan dari sisi klien. Intro to Node.js: Memanfaatkan ekosistem development NodeJS untuk mengembangkan aplikasi. Frontend Web Development with React:  Memahami fundamental library ReactJS (JSX, Component, Props, State, LifeCycle, Handling Event) dan menggunakan ReactJS untuk membuat Single Page Application. Consuming RESTful API: Memahami fundamental arsitektur RESTful API dan menerapkannya dalam pengembangan website di sisi frontend development. Frontend Deployment To Production: Memahami cara deployment aplikasi ReactJS yang sudah dibuat sehingga bisa diakses online dengan menggunakan layanan Netlify / Vercel / Github Pages General Competencies: General Competencies Pembelajaran tambahan yang dapat mendukung kemampuan peserta dalam mengikuti dan menerapkan program digital marketing yang meliputi: 1) Communication and Presentations SkilI 2) Analytical & Strategic Thinking Skill "
PT LENTERA BANGSA BENDERANG,Front End Javasript,,Mengetahui Pengantar Dunia Pemrograman Mampu menggunakan sistem authentication dari backend dan melakukan testing Memahami konsep OOP dan mampu menjalankan script pada Node.JS Memahami dasar-dasar Front-end (HTML dan CSS) Menguasai kemampuan dasar pengembangan front end dengan bahasa pemrograman Javascript Membuat tampilan web dinamis dengan menggunakan ReactJS  Mampu mengelola data dengan menggunakan Redux State Management Membuat tampilan web dinamis dengan menggunakan ReactJS Part II Melakukan deployment Melakukan kolaborasi tim pengembangan aplikasi dengan iterasi proses testing dan evaluasi melalui repository Github 
PT Mitra Integrasi Informatika,Full Stack Developer,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Introduction to Programming Front-End Programming Back-End Programming Secure Programming Power Platform Fundamental 
PT LENTERA BANGSA BENDERANG,Fullstack Web,,Melakukan unit testing dan deployment Menguasai kemampuan dasar untuk membuat halaman web Memahami logika-logika dasar Javascript Mampu menerapkan OOP dan DOM dalam pengembangan web Merancang arsitektur dan dokumentasi API Membuat aplikasi dengan menggunakan ReactJS dan  menerapkan OAuth di dalam React dan Express. Introduction - Memahami Pengantar Dunia Pemrograman Mampu menjalankan code dan melakukan kolaborasi dengan developer lain dalam proses system development Melakukan perancangan database Melakukan kolaborasi tim pengembangan aplikasi dengan iterasi proses testing dan evaluasi melalui repository Github 
PT Hacktivate Teknologi Indonesia,Golang for Back End Programmer,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240",Explorasi Berbagai Macam Penerapan Fungsi.  Mengerti tentang package & tools pada Go Programming.  Memahami dan dapat melakukan implementasi Web Server/Service untuk API Go.  Memahami core utama dari bahasa pemogramman GO.  Memahami Pendekatan Handling Error Go ke Human - Readable Error.  Mengerti tentang OOP Go Program dengan Penerapan Struct.  Memahami cara Kerja Go-Routines dan Channels.  Memahami dan dapat melakukan pembuatan middleware Go. Memahami Konsep Utama dari Microservices.  Memahami dan dapat melakukan dokumentasi API dengan library GO.  Memahami dan dapat melakukan testing dengan Testify 
PT STECHOQ ROBOTIKA INDONESIA,Hardware Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Sensor dan Aktuator Programmable Logic Controller (PLC) RVM Arm Robot Sistem Kendali Industri Teknologi RFID Supervisory Control and Data Acquisition (SCADA) RVM Arm Transfer Metal Stamping 
PT Marka Kreasi Persada,How to be an Ideal Top Search ReactJS Front-End Engineer Program ,,Capstone Project GraphQL Fundalmental Frontend Mastering Frontend with React Professional Skill Mini Project Coding Competence 
PT Ozami Inti Sinergi,Indobot Academy -  Internet of Things (IoT) Engineer Camp,"Gedung Inkubator Bisnis LPPM UNY, Jln. Gejayan, Gg. Guru Jl. Karangmalang, Karang Gayam, Condongcatur, Depok Sub-District, Sleman Regency, Special Region of Yogyakarta 55281",Integrasi Device IoT Teknik Interface IoT Android Apps Teknik Interface IoT Web Apps Refleksi diri Kerjasama tim secara dinamis Laporan kegiatan dan konsultasi bersama mentor pendamping  Pembelajaran soft skill dan keaktifan personal Konsep dan analisis kebutuhan teknologi IoT Aplikasi rangkaian elektronika serta algoritma pemrograman Perancangan device IoT menggunakan Wemos D1 Data Collecting Device IoT Rancangan dan evaluasi sistem pada proyek IoT Smart Device Hard skill IoT & persiapan karir di dunia industri 
PT BISA ARTIFISIAL INDONESIA,Infrastuktur Kecerdasan Artifisial (AI-INFRA),JLN. IR H JUANDA NO. 84 BANDUNG,Pembelajaran Wajib 2 Pembelajaran Wajib 1 Pembelajaran Projek Capstone Pembelajaran Pilihan 1 Pembelajaran Pilihan 2 
PT DWI INTI PUTRA,iOS Developer,,Career Mentoring 1 on 1 Support Group Group Mentoring IT Specialist: Python JSON-JavaScript App Development with Swift Certified User Intuit Design for Delight Innovator (Design Thinking) Capstone Project App Development with Swift Associate 
PT LENTERA BANGSA BENDERANG,IOS Developer,,Penyimpanan Data Secara Lokal Dan Remote Memahami struktur bahasa permrograman swift (lanjutan) Penggunaan Dependensi Eksternal dan Kerangka Kerja Terbaru dari Apple Product class Koneksi Aplikasi dengan Backend Service Memahami Testing dan Deployment Aplikasi iOS Custom View Menggunakan XIB dan Navigasi Antar Muka Memahami tentang dasar dari iOS dan bahasa pemrograman swift Membuat tampilan dan layout UI 
PT EDUCA SISFOMEDIA INDONESIA,Kelas Industri 3D Animator,"Jl. Gilingrejo No. 10 Kota Salatiga, Jawa Tengah, Indonesia",Kolaborasi dan Tugas Akhir Pembuatan Model 3D Hard Surface dan Organic Pembuatan Mekanika Gerak (Rigging)  Pembuatan Gerakan Objek 3 Dimensi (Animasi) Pembuatan Map dan Mewarnai Material Objek 3 Dimensi Proses Lighting Rendering Objek 3 Dimensi 
PT EDUCA SISFOMEDIA INDONESIA,Kelas Industri Front-end WebDev,"Jl. Gilingrejo No. 10 Kota Salatiga, Jawa Tengah, Indonesia",Menguasai Framework CSS untuk Membuat User Interface Dasar - Dasar Pembuatan Website dengan HTML dan CSS Membuat Syntactically Compiled CSS Menguasai Framework Javascript untuk Memaksimalkan User Experience Unit Testing dan Debugging Kolaborasi dan Tugas Akhir 
PT EDUCA SISFOMEDIA INDONESIA,Kelas Industri Game Developer,"Jl. Gilingrejo No. 10 Kota Salatiga, Jawa Tengah, Indonesia",Pembuatan Game Edukasi Sederhana Tanpa Koding Keahlian Dalam Penggunaan Javascript Sebagai Dasar Pembuatan Logika Pemrograman Kemampuan Untuk Membuat Animasi Sederhana Dengan Menggunakan Javascript Pembuatan Game Endless Run Sederhana Pembuatan Game Platformer Sederhana Kolaborasi dan Tugas Akhir 
PT EDUCA SISFOMEDIA INDONESIA,Kelas Industri Seniman Digital,"Jl. Gilingrejo No. 10 Kota Salatiga, Jawa Tengah, Indonesia",Menguasai Perangkat Lunak CorelDRAW Sebagai Pengolah Grafis Prinsip Dasar Desain Grafis  Mengenal Ilustrasi  Membuat Assets Antara Muka Gim Kolaborasi dan Tugas Akhir Membuat Ilustrasi Vector dengan Menggunakan Perangkat Lunak CorelDRAW 
