mitra_name,position_name,address,description
PT Mafela Ranca Wana,2D Artist,"Jl. Tan Malaka No. 138 Lt 3 , Kota Payakumbuh,
Sumatera Barat","Framing Shot Gambar Ilustrasi Environment Pemahaman Dasar Menggambar Perspektif,  Proporsi dan Komposis Storyboard Concept Art Character Visual Editing  "
PT Baracipta Esa Engineering,3D Artist,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284","Pemahaman terhadap Rancangan konsep dan desain skematik rumah tinggal Pemahaman terhadap struktur, konstruksi, dan material bangunan Kemampuan softskill: kreativitas, inovasi, inisiatif, kolaborasi, komunikasi Pemahaman terhadap manajemen konsultan, dan alur perencanaan desain Arsitektur Presentasi dan pemasaran hasil produk Kemampuan penggunaan Aplikasi Modeling dan Rendering "
PT Telkom Indonesia (Persero) Tbk,3D Content Creator,"Jl Japati 1, Bandung",Content Design Strategic Communication Plan Content Delivery Content Review Content Strategy Value - Kompeten	 Value - Amanah	 Value - Adaptif	 Value - Harmonis	 Value - Kolaboratif	 Value - Loyal	 Job Performance 
PT Telkom Indonesia (Persero) Tbk,3D Content Creator,"Jl Japati 1, Bandung",Content Design Content Review Content Strategy Strategic Communication Plan Content Delivery Value - Kompeten	 Value - Harmonis	 Value - Loyal	 Job Performance Value - Amanah	 Value - Adaptif	 Value - Kolaboratif	 
PT STECHOQ ROBOTIKA INDONESIA,3D Designer for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Lighting Rendering Modeling untuk Manufaktur Sclupting Rigging dan Animasi 3D Modeling Texturing Shadering UV Mapping Business Development Based on Product Innovation  
PT GIT SOLUTION,3D Generalist,,"Pemahaman terkait proses produksi 3D dan implementasinya Layouting dan lighting  Animating Pengenalan 3D untuk produksi game Membuat modeling dan texturing untuk kebutuhan Game Rigging karakter, animasi karakter dan kamera "
PT Global Tiket Network,3D Illustrator ,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia
",Mastery - Design  Business Knowledge Producing Results  Interpersonal Relationships  Teamwork & Collaboration  
PT Mafela Ranca Wana,3D Modeler,"Jl. Tan Malaka No. 138 Lt 3 , Kota Payakumbuh,
Sumatera Barat",Penggunaan Rigging Sederhana Membuat Bangun Ruang Sederhana Navigasi dan Tools Dasar  Pemodelan 3D Pendalaman karakteristik Modeling 3D Penggunaan Dasar Tools Modifier Pengelanan Shader 
PT ECART WEBPORTAL INDONESIA,3PL Operation Intern,,Presentation Skill Data Processing Skill Basic Audit and Administrative Skill Problem Solving Communication Skill Logical Thinking Skill Project Management Skill 
PT Suitmedia Kreasi Indonesia, Account Executive,"Suitmedia HQ
Jl. Pejaten Barat II No. 3A 
Jakarta, Indonesia 12510","Pemahaman terkait Kick-off Meeting, Project Timeline, & Project Management Tools. Pemahaman terkait tren industri digital, Digital Assessment, & Technical Development Mengetahui cara interview dengan klien, membuat Minutes of Meeting, Job Request, & memahami Scope of Work. Pemahaman terkait Quotation, Change Request, & negosiasi dalam sales. Pemahaman terkait Maintenance services, Upselling, & NPS. Pemahaman terkait dokumen administrasi proyek, weekly progress report, & handover report. Pemahaman terkait Company Profile, & Services Menemukan Leads, introductory email, dan penggunaan tools HubSpot CRM "
PT Home Credit Indonesia,Accounting,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Kerjasama tim secara dinamis Microsoft Excel skill Memahami cara efektif dalam membuat jurnal dan aktual Kemampuan adaptasi Membuat jurnal melalui system SAP 
PT Simplefi Teknologi Indonesia,Accounting,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Membantu mengurus day-to-day operational Finance Team Membantu mengelola annual report Mengelola dan membantu proses audit Mengelola dan membantu proses fundraising  Membantu mengecek dan mengelola dokumen finansial  
PT Hashmicro Solusi Indonesia,Accounting & Finance,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Pengumpulan Data  Akuntansi  Administrasi Keuangan Pembuatan Laporan Keuangan Kedisiplinan 
PT Abbauf Mulia Konsultan Teknologi,Account Manager,"APL Tower Central Park Lantai 19 Unit T7, Jl. Letjen S. Parman No.Kavling 28, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Menyusun Strategi Pemasaran Analisa Kebutuhan Sistem dan Target Pasar Terkait Produk Memonitoring Kerjasama  Kerjasama Tim Secara Dinamis Memperoleh Target Pasar Menyiapkan Bahan Pendukung Pemasaran Maintenance Klien Tidak Lanjut Perolehan Target Menentukan Target Pasar Penyusunan dan Pembuatan Dokumen 
PT Karya Dua Anyam,Admin Operation Intern,,"Menyiapkan kerangka kerja dan kontrak sales dengan berkoordinasi dengan HR dan legal tim Krealogi        Memastikan dokumen dan administrasi kerjasama dengan sales, LA maupun vendor terkait dengan akuisisi dan retensi          komunikasi eksternal dengan vendor, sales dan LA Monitoring pelaporan, kontrak, administrasi yang diperlukan untuk membangun kerjasama vendor akuisisi dan retensi Mencatat dan memeriksa status data akuisisi harian dan melakukan rekap harian pengarsipan dan pendokumentasian dari vendor-vendor, sales dan LA pengecekan terhadap keabsahan atau keakuratan data akuisisi Membuat template pelaporan dan mebuat pelaporan penagihan pelaporan setiap vendor, LA dan agen Memastikan tim akuisisi melakukan pencatatan dengan tepat dan benar pembuatan laporan minggu dan bulanan terhadap pencapaian tim akuisisi dan retensi  rekapitulasi pembayaran dan pengajuan pembayaran kepada tim finance Krealogi Membuat tracker untuk setiap account vendor, LA dan agen Pembuatan laporan dan BAST kepada sales pengarahan dan penjelasan kepada tim akuisisi dalam melakukan pencatatan data    Memastikan setiap vendor, agen dan LA melakukan pelaporan sesuai periode yang sudah ditetapkan          "
PT ECART WEBPORTAL INDONESIA,Admin & Performance Intern,,Understand Micrsoft Office Data Analytical Skill Presentation Skill Focus on Detail Komunikasi Problem Solving Strategic Analysis using Excel 
PT Hashmicro Solusi Indonesia,Advertiser,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Marketing Development Marketing Communication SEO Advertising/ Periklanan Kedisiplinan 
PT Vidio Dot Com,Advertising Operations (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat","Dapat mengelola perdagangan, pengiriman, pengoptimalan, dan pelaporan digital  campaign. Dapat memastikan project/campaign berjalan dengan lancar Dapat memanage komunikasi dengan tim terkait dan juga stakeholder Communication Skills Team Work "
PT Hashmicro Solusi Indonesia,Affiliate and Brand Partnership,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Presentation & Reporting Skill Critical Thinking & Creative Thinking Planning & Organizing Skills Proyek Kolaborasi Kedisiplinan 
Yayasan Adipurna Inovasi Asia,Affiliate Partnership & Sales,,Soft Skills  Affiliate Partnership Kehadiran Sales Performance Social Media Marketing 
PT Nodeflux Teknologi Indonesia,AI Engineer,Jakarta Indonesia,MLOps and Continous Improvement on AI Systems AI Product Development Project - Practical Guidelines to Code Quality and Review Process - Product Knowledge and Value - Design Thinking Dasar Pengolahan Citra ( Image Processing) dan  Visi Komputer (Computer Vision / CV) Dataset Operation (Insight and Visualization) Advance Deep Learning Methods and Optimization Model Analysis and Evaluation End to end machine learning pipeline deployment Dasar Kecerdasan Buatan  (Artificial Intelligence / AI) 
PT Widya Inovasi Indonesia,AI Vision Engineer ,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Riset teknologi AI Debugging Dataset annotation Dataset collection Perancangan model AI 
PT Pundi Mas Berjaya,Analisis Sistem,"Jl. Kw. Industri Tunas 2 No.7D, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444","Analisis sebuah sistem Kerjasama tim secara dinamis  Pembuatan alur sistem, database dan prototipe Analisis jabatan atas posisi yang dibutuhkan, dokumentasi sistem Penyusunan URS - User Requirement Specification ) Analisis kebutuhan pengguna "
PT Disty Teknologi Indonesia,Analist Sistem ,"Gedung Graha Pena Lantai 5
Jl. A.Yani No. 88 Surabaya",Analisa Sistem Informasi / Rekayasa Perangkat Lunak Sistem Informasi Manajemen Desain Basis Data Pemrograman Dasar Web Desain User Interface Business Process Model Dasar Testing Sistem Sistem Informasi Keuangan Teknik Jaringan & Cloud Computing Keuangan Berbasis Digital Sistem Informasi Manajemen Rumah Sakit Manajemen Proyek Sistem Informasi Sistem Informasi Eksekutif 
PT GIT SOLUTION,Android Developer,,"Pemahaman terkait desain aplikasi, penggunaan API, local database, pemrograman, dan desain pattern Orientasi kelas (Brainstorming, Team Work, Pengenalan Tools)  Penggunaan android studio Implementasi versioning control (Gitlab, Bit bucket, dll) Java / kotlin programming (Aplikasi Client Server) Pengenalan Android Developer "
PT Home Credit Indonesia,Android Developer,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Bahasa Pemograman Manajemen Proyek Kerjasama tim secara dinamis  Kemampuan adaptasi  Development Skill 
PT Vidio Dot Com,Android Engineering,"SCTV Tower, Senayan City, Jakarta Pusat","Mampu merencanakan, menguji dan memantau seluruh fungsi terkait pekerjaan terkait Android Engineer Teamwork Skill Communication Skill Reporting Skill Pemahaman Tools "
PT Traveloka Indonesia,Android Engineer Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Accountability Technical Competency: UI Development Core Competency: Communication & Collaboration Technical Competency: Software Engineering Life Cycle Technical Competency: Debugging Technical Competency: Subversioning (Git) Core Competency: Drive for Result Core Competency: Practical Innovation Technical Competency: Programming Technical Competency: Testing Technical Competency: Writing Technical Documentation 
Yayasan Adipurna Inovasi Asia,Animator,,Soft Skills  Design Aset / Vector Project Management Storyboard Making Motion Graphic Audio Editing 
PT Mafela Ranca Wana,Animator,"Jl. Tan Malaka No. 138 Lt 3 , Kota Payakumbuh,
Sumatera Barat","Lipsing dan Ekpresi pada tokoh karakter Pengenalan Timing  Pose to Pose Breakdown, Follow Through, Anticipation dan Over Shot pada suatu adegan Pengenalan Pose Sederhana Pengenalan Prinsip Gerak Dasar Animasi  Merancang sebuah adegan sesuai dengan storyboard "
PT XL Axiata Tbk,API Microservice Intern,,Agile 
PT Home Credit Indonesia,AP Intern,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Kerjasama tim secara dinamis  Microsoft Excel & Word skill Memahami cara efektif dalam memverifikasi invoice Membuat jurnal melalui system SAP Kemampuan adaptasi  
Yayasan Adipurna Inovasi Asia,App Developer (Programmer),,Soft Skill IT Project Management ICT Software Development Etos Kerja 
PT Mitra Integrasi Informatika,Application Developer,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Documentation Skill Communication Skill Coding Presentation Skill Analytic Skill 
PT Inamas Sintesis Teknologi,Architect Engineer,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",CAD Design & Drafting Komunikasi dan Kerja Tim Engineering Design Process Kepemimpinan Architectural 3D Design 
PT ECART WEBPORTAL INDONESIA,AR Logistic Intern ,,"Project Management Presentation Skill Problem Solving Ms. Office Skill (Excel, Power Point, Word, Outlook) Communication Skill Reporting Skill Finance Competency Skill "
PT ECART WEBPORTAL INDONESIA,AR Platform Intern,,"Communication Skill Finance Competency Skill Problem Solving Ms. Office Skill (Excel, Power Point, Word, Outlook) Presentation Skill Project Management Reporting Skill "
PT Baracipta Esa Engineering,Arsitek,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284","Pembuatan dokumen teknis berupa: DED, RAB, RKS Kemampuan softskill: kreativitas, inovasi, inisiatif, kolaborasi, komunikasi Presentasi dan pemasaran hasil produk Pemahaman terhadap struktur, konstruksi, dan material bangunan Pemahaman terhadap bidang konstruksi, manajemen konsultan, dan alur perencanaan desain Arsitektur Kemampuan penggunaan Building Information Modelling (BIM) Perancangan konsep dan desain skematik rumah tinggal "
PT Semesta Integrasi Digital, Assessment Developer,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Melakukan Studi Literatur Analisis hasil asesmen Penyusunan Asesmen Kemampuan Koordinasi Perancangan Impact Report Presentasi Hasil Kerja 
PT Semesta Integrasi Digital,Associate Facilitator Offline,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Manajemen kelas Kemampuan Koordinasi  Komunikasi Asertif Fasilitator kelas Manajemen konten 
PT Semesta Integrasi Digital,Associate Facilitator Online,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Fasilitator kelas Manajemen kelas Manajemen konten Kemampuan Koordinasi  Komunikasi Asertif 
PT Uni Tokopo Teknologi,Associate Product Manager,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Proyek Sistem Informasi Kerja Praktik User Interface Product Development Data Analysis - Product Measurement Manajemen Sumber Daya Manusia 
PT Digdaya Olah Teknologi Indonesia,Associate Project Manager,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Problem Solving Allocation Skill Agile and Scrum Comprehension Team Communication Project Management Kemampuan membuat tulisan berdasar riset atau pengalaman Kemampuan untuk bekerja dalam organisasi atau team agile 
PT Semesta Integrasi Digital,Associate Software Engineer ,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Software Engineering Prinsip Pengembangan Perangkat Lunak Software Testing Kemampuan Koordinasi  Riset dan analisis Kebutuhan 
PT Digdaya Olah Teknologi Indonesia,Associate System Analyst,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Kemampuan membuat tulisan berdasar riset atau pengalaman Project Analysis menggunakan SLA Communication Skill Business Process Comprehension Presentation Skill Kemampuan untuk bekerja dalam organisasi atau team agile Project Decision and Suggestion Making Problem Solving 
PT Inamas Sintesis Teknologi,Automation Engineer,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",Electrical Control System Design PLC Programming  Industrial Protocol Communication  Komunikasi & Kerja Tim Engineering Design Process Kepemimpinan 
PT ECART WEBPORTAL INDONESIA,Automation MHE - Maintenance Intern,,Conveyor System Knowledge Communication Skill Administration Skill Presentation Skill Maintenance and Problem Solving Conveyor System Project Management Problem Solving 
PT Telkom Indonesia (Persero) Tbk,Back-end Developer,"Jl Japati 1, Bandung","Software Development Life-Cycle Data Management Component Integration  Usability, vulnerability assessments and secure testing  Architecture Design Application Design Value - Amanah	 Value - Adaptif	 Job Performance Value - Harmonis	 Value - Loyal	 Value - Kolaboratif	 Value - Kompeten	 "
Perkumpulan Sosial Ekonomi Akselerator Lab,Backend Developer,"Kawasan Ekonomi Khusus Singhasari, Raya Klampok Blok D2 no 16 Purwoasri, Singosari, Kab. Malang",Perancangan Basis Data Komputasi Awan Pemrograman Backend Kepemimpinan dan Kerjasama Pengujian Perangkat Lunak Inovasi Produk Digital Manajemen Server Manajemen Proyek 
PT Pundi Mas Berjaya,Back End Developer,"Jl. Kw. Industri Tunas 2 No.7D, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444",Basis Data XHR (AJAX) & API Docker & Linux OS Git command Algoritma 
PT Indonesia Indicator,Back End Developer,"Menara Sudirman Lt. 15 Lot A Jl. Jendral Sudirman Kav. 60 RT. 005, RW. 003, Senayan, Kebayoran Baru, Kota Jakarta Selatan, DKI Jakarta, 12190
",Project Management Service & Database REST API Clean Architecture Web Service using Framework 
PT Central Artificial Intelligence,Back End Developer,-,Jr. Back End Developer Manajemen Team Work Public Speaking Paradigma Pemrogaman QA Testing Jr. API Engineer System Analyst 
PT Abbauf Mulia Konsultan Teknologi,Back End Developer,"APL Tower Central Park Lantai 19 Unit T7, Jl. Letjen S. Parman No.Kavling 28, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Kerjasama tim secara dinamis Pengkodean WebGis dengan Codeigniter atau AdonisJS Quality Control Penyusunan SRS- System Requirment Specification Perancangan Database Pemahaman Terkait Analisis Peruntukan Pembuatan API Implementasi Database dengan menggunakan PostgreSQL Deployment 
PT Adma Digital Solusi,Back End Developer ,"Jl. Sidosermo Airdas No.A8, Sidosermo, Kec. Wonocolo, Kota SBY, Jawa Timur 60239","Pembuatan Rest API CRUD sederhana menggunakan Sanctum package di Laravel Framework Berkolaborasi dengan Front End Developer dalam membangun atau mengembangkan produk (Real Case) Pemahaman tentang penerapan migration, factory dan seeder Pemahaman tentang cara membuat relasi antar table menggunakan ORM eloquent Pemahaman tentang instalasi laravel dan menerapkan blade templating Pemahaman tentang Rest API di Laravel Perencanaan dan pembuatan sistem CRUD (Create, Read, Update dan Delete) sederhana menggunakan Laravel framework "
PT Widya Inovasi Indonesia,Back-End Developer,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Review kode Kolaborasi antar divisi Unit tes kode Implementasi API Commit & push kode 
Yayasan Adipurna Inovasi Asia,Backend Developer (programmer),,Soft Skills ICT Software Development IT Project Management Etos Kerja 
PT Generasi Anak Muda Berkarya,Backend Development,"Grand Slipi Tower, CHR Offce Unit O Lt 9, Jl. Letjend S Parman Kav 22-24, Jakarta Barat, 11480",Mendesain Database Membuat Fitur dengan Clean Code Architecture Memperbaiki Error Code dari suatu Program Membuat Protocol menggunakan RESTFUL API Menganalisa bisnis proses dari produk 
PT Global Tiket Network,Backend Engineer,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia
",Teamwork & Collaboration Tableau Access Management Feature Store  Communication  Analytical Thinking  
PT Digdaya Olah Teknologi Indonesia,BackEnd Engineer,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Kepatuhan terhadap SOP Project Management Implementasi standarisasi Kode Perusahaan Kemampuan membuat tulisan berdasar riset atau pengalaman Analisa requirement Bug Solving Memahami teknologi baru Inisiatif dalam mengelola informasi Kemampuan untuk bekerja dalam organisasi atau team agile 
PT Traveloka Indonesia,Backend Engineer Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Accountability Technical Competency: Writing Technical Documentation Technical Competency: Software Engineering Life Cycle Core Competency: Drive for Result Technical Competency: Programming Core Competency: Communication & Collaboration Technical Competency: Subversioning (Git) Technical Competency: Debugging Technical Competency: Data Base Technical Competency: Testing Core Competency: Practical Innovation 
PT BISA ARTIFISIAL INDONESIA,Backend Programmer,JLN. IR H JUANDA NO. 84 BANDUNG,Manajemen Proyek Jr. Database Programmer Inference Backend DevOps dan Team Work Jr. Backend Programmer 
PT ECART WEBPORTAL INDONESIA,Beauty LazGlobal - Intern,,Manajemen Proyek Dasar Management Skill Presentation Skill Problem Solving Communication Skill Negotiation & Communication Skill Analisa Data 
PT Indonesia Indicator,Block Chain Developer,"Menara Sudirman Lt. 15 Lot A Jl. Jendral Sudirman Kav. 60 RT. 005, RW. 003, Senayan, Kebayoran Baru, Kota Jakarta Selatan, DKI Jakarta, 12190
",Architecture Blockchain Smart Contract 
PT Traveloka Indonesia,Brand Activation Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Communication & Collaboration Technical Competency: Data Analytics Core Competency: Practical Innovation Core Competency: Accountability Core Competency: Drive for Result Technical Competency: Brand Marketing Technical Competency: Managing Stakeholders Technical Competency: Project Management 
PT Home Credit Indonesia,Brand & Communication,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Kerjasama tim secara dinamis  Presentation skill Communication Skill Manajemen Proyek Merancang dan membuat publikasi Kemampuan adaptasi  
PT XL Axiata Tbk,BRM Intern,,Agility 
UPT Solo Technopark,Building and Area Development Officer,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Kepemimpinan dan Teamwork Komunikasi dan Kolaborasi Problem Solving dan Berpikir Kritis Etika Kerja dan Profesionalisme Manajemen Proyek dan Manajemen Waktu Kreativitas 
UPT Solo Technopark,Building and Asset Management Officer,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Manajemen Proyek dan Manajemen Waktu Komunikasi dan Kolaborasi Kepemimpinan dan Teamwork Problem Solving dan Berpikir Kritis Adaptability Kreativitas Etika Kerja dan Profesionalisme 
PT Pilihanmu Indonesia Jaya,Business Acquisition,"Jalan Asem Baris Raya Blok A17, Kebon Baru, Tebet, Jakarta Selatan, DKI Jakarta",Personal Business Skill Business Insight Strategi acquisition Partnership for acquisition Komunikasi persuasi & negosiasi Target customer acquisition 
PT Nodeflux Teknologi Indonesia,Business Affair,Jakarta Indonesia,Reporting Structure Customer Relationship Management (CRM)  Integrated Dashboard Business Process Management (BPM) Internal Stakeholder Communication 
PT Telkom Indonesia (Persero) Tbk,Business Analyst,"Jl Japati 1, Bandung",Business Process Management Business Strategy & Plan Business/ Industry Understanding Valuation & Business Performance  Risk Management Value - Amanah	 Value - Kompeten	 Value - Harmonis	 Job Performance Value - Loyal Value - Kolaboratif	 Value - Adaptif	 
PT Mitra Integrasi Informatika,Business Analyst,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Logika dan Analisa Menyusun dokumen BRD Teamwork Menggambarkan Business Process Basic Pemrograman 
PT Telkom Indonesia (Persero) Tbk,Business Analyst,"Jl Japati 1, Bandung",Business/ Industry Understanding Business Process Management Valuation & Business Performance  Business Strategy & Plan Risk Management Value - Amanah	 Value - Kolaboratif	 Job Performance Value - Adaptif	 Value - Harmonis	 Value - Kompeten	 Value - Loyal	 
PT Simplefi Teknologi Indonesia,Business Analyst,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Membantu dalam pembuatan visualisasi data bisnis Membantu melakukan analisis data bisnis Berkolaborasi dengan bagian terkait untuk mendukung kelancaran proses Business Intelligence (BI) Berkolaborasi dengan departemen lainnya dalam membuat insights dan analisis data bisnis Mempersiapkan laporan data bisnis untuk kebutuhan harian, mingguan, bulanan  "
PT Telkom Indonesia (Persero) Tbk,Business Analyst,"Jl Japati 1, Bandung",Risk Management Valuation & Business Performance  Business Process Management Business/ Industry Understanding Business Strategy & Plan Value - Harmonis	 Job Performance Value - Kompeten	 Value - Amanah	 Value - Adaptif	 Value - Loyal	 Value - Kolaboratif	 
PT Inamas Sintesis Teknologi,Business Analyst ,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",Analytical Thinking Critical Thinking Problem Solving 
