restaurant_name,name,rating,review
Medja Restaurant,ViVi Di,2.0,"['big', 'eleg', 'restaur', 'famou', 'around', 'bogor', 'beauti', 'view', 'pool', 'tree', 'awesom', 'food', 'tast', 'bad', 'sorri', 'order', 'nasi', 'goreng', 'kampung', 'tast', 'standard', 'lidah', 'cabe', 'ijo', 'tast', 'plain', 'serv', 'cold', 'empal', 'gentong', 'tast', 'like', 'jamu', 'anoth', 'empal', 'gentong', 'eat', 'thai', 'tea', 'serv', 'plain', 'price', 'expens', 'food', 'tast', 'spectacular', 'today', 'couldnt', 'give', 'place', 'w', 'star', 'would', 'nice', 'food', 'tester', 'review', 'check', 'come', 'back', 'soon']"
Medja Restaurant,Debby Gunawan,5.0,"['beauti', 'restaur', 'neat', 'construct', 'love', 'soup', 'kecombrang', 'recommend', 'also', 'orang', 'jelli', 'realli', 'nice', 'mocktail', 'also', 'cool']"
Medja Restaurant,Elvira Stefanie,4.0,"['vegetarian', 'friendli', 'came', 'without', 'first', 'make', 'reserv', 'queue', 'long', 'understood', 'food', 'great', 'afford', 'price', 'waitress', 'help', 'friendli', 'salt', 'pepper', 'tofu', 'favorit']"
Medja Restaurant,Anggia Anggraini,5.0,"['beauti', 'restaur', 'food', 'delici', 'came', 'big', 'portion', 'quit', 'pack', 'weekend', 'wait', 'almost', 'hour', 'pandem', 'wait', 'insid', 'car', 'park', 'lot', 'call', 'queue', 'number']"
Medja Restaurant,Dwi Wicaksono,3.0,"['overal', 'five', 'star', 'place', 'need', 'wait', 'sever', 'time', 'get', 'order', 'appet', 'came', 'late', 'main', 'cours']"
Medja Restaurant,Lauren,5.0,"['good', 'food', 'delici', 'big', 'portion', 'peopl']"
Medja Restaurant,Max Krijthe,3.0,"['place', 'lot', 'potenti', 'bad', 'commun', 'bar', 'kitchen', 'tabl', 'kill', 'potenti', 'place', 'realli', 'look', 'fantast', 'judg', 'check', 'post', 'photo', 'commun', 'wait', 'minut', 'drink', 'food', 'us', 'wait', 'like', 'hour', 'other', 'hour', 'group', 'person', 'nevertheless', 'shouldnt', 'wait', 'long']"
Medja Restaurant,Ria Andriani,5.0,"['five', 'star', 'ambianc', 'interior', 'design', 'food', 'warm', 'staff', 'worth', 'price']"
Medja Restaurant,Elisabeth Leonita,4.0,"['one', 'restaur', 'sell', 'place', 'nowaday', 'call', 'instagram', 'indoor', 'outdoor', 'space', 'good', 'place', 'hangout', 'parti', 'food', 'beverag', 'offer', 'indonesian', 'style', 'besid', 'alcohol', 'drink']"
Medja Restaurant,Siti Komariah,5.0,"['good', 'place', 'good', 'food', 'area', 'clean', 'locat', 'bogor', 'citi', 'rang', 'rp', 'rp']"
Medja Restaurant,Keisha Glori,5.0,"['afford', 'yet', 'delici', 'food', 'love', 'environ', 'hangout', 'date', 'even', 'famili', 'time']"
Medja Restaurant,Christian Susanto,2.0,"['name', 'medja', 'cafe', 'instead', 'medja', 'restaur', 'ambienc', 'good', 'food', 'aw', 'dish', 'dri', 'want', 'take', 'photo', 'good', 'want', 'nice', 'food', 'spend', 'weekend', 'skip', 'improv', 'food', 'qualiti', 'ambienc', 'temporari', 'want', 'long', 'term', 'ambienc', 'alon', 'good', 'definit', 'wouldnt', 'repeat']"
Medja Restaurant,Edbert Khovey,5.0,"['although', 'food', 'slightli', 'averag', 'atmospher', 'ambianc', 'superb', 'waitress', 'also', 'fast', 'respons', 'inform', 'definit', 'go', 'place']"
Medja Restaurant,Ardilla Dewanti,4.0,"['good', 'place', 'lot', 'good', 'spot', 'food', 'tast', 'ok', 'price', 'ok']"
Medja Restaurant,Puti Andam suri,3.0,"['beauti', 'fanci', 'restaur', 'food', 'also', 'beauti', 'yet', 'prici', 'everyth', 'plain', 'delici', 'bit', 'slow', 'servic', 'may', 'came', 'peak', 'hour', 'dinner', 'time']"
Medja Restaurant,Vera D Damayanti,5.0,"['medja', 'fanci', 'restaur', 'instagramm', 'set', 'serv', 'local', 'tast', 'dish', 'cake', 'divers', 'beverag', 'includ', 'tradit', 'drink', 'coffe', 'mayb', 'interior', 'outdoor', 'design', 'quit', 'distinct', 'price', 'food', 'drink', 'becom', 'bit', 'expens', 'yet', 'tast', 'ok']"
Medja Restaurant,Edith Utami,4.0,"['queue', 'long', 'wait', 'hour', 'actual', 'sever', 'vacant', 'tabl', 'insid', 'yet', 'clean', 'better', 'make', 'reserv', 'come', 'food', 'quit', 'delici', 'though', 'interior', 'beauti']"
Medja Restaurant,Laurensius Coandi,5.0,"['food', 'good', 'okay', 'ambienc', 'comfort', 'famili', 'date']"
Medja Restaurant,Chyntia S. Zwastika,5.0,"['food', 'great', 'place', 'also', 'cozi', 'nice', 'place', 'eat', 'hang', 'friend']"
Medja Restaurant,Juhartini Aryanto,4.0,"['view', 'good', 'menu', 'much', 'varieti', 'price', 'quit', 'high', 'place', 'suitabl', 'hang', 'order', 'desert', 'coffe', 'main', 'menu', 'take', 'pictur', 'nice']"
Medja Restaurant,Petrus Luwak,5.0,"['nice', 'cool', 'atmosfer', 'resto', 'kind', 'dish', 'reason', 'price', 'right', 'place', 'bring', 'along', 'famili', 'well']"
Medja Restaurant,Sania Fenty,5.0,"['great', 'place', 'food', 'delici', 'interior', 'realli', 'nice', 'need', 'reserv', 'definit', 'want', 'eat']"
Medja Restaurant,Fatah Mumtaz Al Ala,3.0,"['place', 'vibe', 'tast', 'food', 'order', 'tast', 'bland', 'present']"
Medja Restaurant,Daniel Hermansyah,3.0,"['us', 'paid', 'k', 'price', 'chicken', 'worth', 'pindang', 'cumi', 'tast', 'strang', 'bit', 'fishi', 'cant', 'even', 'finish', 'mix', 'feel', 'tbh']"
Medja Restaurant,Gunady Faustinus,1.0,"['bad', 'servic', 'put', 'bell', 'tabl', 'said', 'press', 'bell', 'order', 'need', 'help', 'press', 'time', 'nobodi', 'come', 'order', 'drink', 'chili', 'wait', 'kinda', 'long', 'ask', 'order', 'waitress', 'say', 'ye', 'take', 'order', 'twice', 'bad', 'servic', 'slow', 'servic']"
Medja Restaurant,Much. Sarwono,5.0,"['place', 'certainli', 'peopl', 'look', 'instagramm', 'place', 'bevaus', 'architectur', 'design', 'uniqu', 'recommend', 'menu', 'bitterballen', 'menu', 'fri', 'rice', 'cholenak', 'park', 'space', 'quit', 'spaciou', 'nb', 'better', 'make', 'reserv', 'come', 'place', 'quit', 'popular']"
Medja Restaurant,Michael Wangsahardja,4.0,"['cozi', 'place', 'eat', 'nice', 'tast', 'friendli', 'staff']"
Medja Restaurant,Simply Niek,3.0,"['anoth', 'fanci', 'place', 'eat', 'medja', 'beauti', 'ambient', 'cozi', 'beauti', 'decor', 'interior', 'long', 'pond', 'middl', 'premis', 'give', 'quit', 'stun', 'effect', 'enter', 'restaur', 'food', 'serv', 'tradit', 'dish', 'tast', 'ok', 'portion', 'gener', 'share', 'one', 'two', 'other', 'make', 'good', 'place', 'hang', 'famili', 'friend', 'quit', 'variou', 'drink', 'juic', 'coffe', 'tea', 'alcohol', 'beverag']"
Medja Restaurant,A N,4.0,"['nice', 'great', 'ambienc', 'instagramm', 'spot', 'alway', 'crowd']"
Medja Restaurant,Ash H,5.0,"['good', 'food', 'wonder', 'ambianc', 'famili', 'realli', 'enjoy', 'dine', 'night', 'take', 'walk', 'back', 'pond', 'afterward']"
Medja Restaurant,Tom H,5.0,"['relax', 'restaur', 'eat', 'hangout', 'indoor', 'outdoor', 'seat', 'water', 'fountain', 'pool', 'kid', 'explor', 'food', 'servic', 'excel', 'recommend', 'place', 'individu', 'group', 'plan', 'return']"
Medja Restaurant,Merny Rayanthi,5.0,"['great', 'experi', 'famili', 'dinner', 'satisfi', 'witn', 'food', 'servic']"
Medja Restaurant,Wanny Tjandra,5.0,"['medja', 'restaurat', 'occupi', 'larg', 'area', 'broke', 'bar', 'area', 'outdoor', 'indoor', 'dine', 'area', 'atmospher', 'cozi', 'like', 'five', 'star', 'hotel', 'loung', 'mani', 'instagramm', 'spot', 'purpl', 'tea', 'quirki', 'ice', 'americano', 'pleasant']"
Medja Restaurant,Neta,5.0,"['food', 'quit', 'excel', 'love', 'tomyam', 'cozi', 'place']"
Medja Restaurant,Silvia Lestari Setiasa,4.0,"['place', 'great', 'lot', 'wonder', 'locat', 'take', 'pictur', 'social', 'media', 'food', 'good', 'standard', 'price', 'restaur', 'like', 'take', 'pictur', 'upload', 'social', 'media', 'perfect', 'place', 'visit', 'took', 'quit', 'serv', 'food', 'tri', 'pisang', 'goreng', 'karamel', 'delici']"
Medja Restaurant,Bonar Gultom,5.0,"['ambienc', 'main', 'sell', 'point', 'restaur', 'lot', 'spot', 'take', 'photo', 'food', 'lot', 'menu', 'choos', 'littl', 'bit', 'higher', 'price', 'servic', 'staff', 'nice', 'help', 'better', 'come', 'restaur', 'weekday', 'pack', 'weekend']"
Medja Restaurant,kevin vilio,5.0,"['beati', 'place', 'eat', 'food', 'delici', 'place', 'comfi', 'spend', 'time', 'coupl', 'famili', 'kid', 'friendli', 'special', 'menu', 'kid']"
Medja Restaurant,andrea vincentia,5.0,"['indonesian', 'food', 'restaur', 'bogor', 'good', 'vibe', 'nice', 'place']"
Medja Restaurant,Winner yousman,5.0,"['happi', 'lunch', 'famili', 'tast', 'delici', 'place', 'comfort', 'wish', 'famili', 'back', 'restaur', 'next', 'lunch', 'event', 'pleas', 'tell', 'owner', 'restaur', 'let', 'rent', 'tenni', 'court', 'insid', 'also', 'reserv', 'tabl', 'terima', 'kasih']"
Medja Restaurant,Sahdam nasution,2.0,"['sorri', 'say', 'medja', 'improv', 'tast', 'food', 'food', 'order', 'salti', 'cold', 'order', 'oxtail', 'soup', 'squid', 'seafood', 'like', 'tomyam', 'instagram', 'abl', 'need', 'lot', 'improv']"
Medja Restaurant,Stephen James Booth,2.0,"['decor', 'interior', 'architectur', 'park', 'lot', 'road', 'access', 'give', 'food', 'servic', 'especi', 'rel', 'price', 'give', 'like', 'total', 'score', 'balanc', 'two', 'would', 'recommend', 'simplifi', 'menu']"
Medja Restaurant,Budi Dermawan,5.0,"['nice', 'ambient', 'friendli', 'staf', 'good', 'food']"
Medja Restaurant,vinsen oktavian,4.0,"['nice', 'servic', 'good', 'food', 'person', 'noth', 'stand', 'place', 'write', 'much']"
Medja Restaurant,ferry budiman,5.0,"['great', 'ambienc', 'variou', 'food', 'drink', 'reason', 'price', 'tast', 'good']"
Medja Restaurant,Fredrik Moeladi,5.0,"['cozi', 'crowd', 'resto', 'citi', 'bogor', 'varieti', 'food', 'beverag', 'wide', 'park', 'space', 'occas', 'lunch', 'dinner', 'take', 'place']"
Medja Restaurant,Sonia Limous,5.0,"['nice', 'exclus', 'restaur', 'good', 'servic', 'food', 'great', 'realli', 'enjoy', 'place', 'price', 'expens', 'get', 'pay']"
Medja Restaurant,Amalia Arisandi (aMeL),5.0,"['price', 'worth', 'servic', 'food', 'place']"
Medja Restaurant,Rudi Wang,5.0,"['restaur', 'realli', 'cozi', 'think', 'tast', 'food', 'noth', 'special']"
Medja Restaurant,Selly Salsabila,5.0,"['good', 'place', 'good', 'food', 'serv', 'tasti', 'indonesian', 'cuisin', 'accompani', 'aesthet', 'atmospher']"
Medja Restaurant,Pasar Tradisional “i-Khalis” Pasar Rakyat,5.0,"['nice', 'food', 'good', 'servic', 'bit', 'pricey', 'worthi']"
Medja Restaurant,Nurmalasari Kusumamanggala,5.0,"['wonder', 'exterior', 'interior', 'design', 'great', 'mushola', 'good', 'tast', 'food', 'need', 'variat', 'menu']"
Medja Restaurant,arum merina Asokaningtyas,5.0,"['realli', 'nice', 'restaur', 'love', 'decor', 'place', 'instagram', 'park', 'lot', 'spaciou', 'visit', 'medja', 'hungri', 'wait', 'list', 'long', 'wait', 'minut', 'get', 'tabl', 'food', 'delici', 'specialis', 'tradit', 'cuisin', 'said', 'ambienc', 'food', 'tast', 'delici', 'easi', 'park', 'vehicl', 'medja', 'worth', 'wait']"
Medja Restaurant,Harry Septarama,4.0,"['good', 'atmospher', 'good', 'food', 'spaciou', 'park', 'lot', 'car', 'better', 'come', 'earli', 'dine', 'sinc', 'quit', 'popular', 'make', 'reserv']"
Medja Restaurant,Cun Cun,5.0,"['new', 'restaur', 'bogor', 'decor', 'great', 'ambienc', 'great', 'nice', 'place', 'instagram', 'food', 'ok', 'sinc', 'new', 'kitchen', 'server', 'hard', 'time', 'serv', 'custom', 'think', 'soon', 'adjust', 'well']"
Medja Restaurant,Bianto Surodjo,4.0,"['good', 'place', 'familyvegetarian', 'option', 'menu', 'contain', 'veget']"
Medja Restaurant,Apriliana S,5.0,"['super', 'crowd', 'staff', 'friendli']"
Medja Restaurant,anastasia kristinawati,5.0,"['great', 'food', 'ambianc', 'weekend', 'reserv', 'need']"
Medja Restaurant,Kayla Anindita Risanda,5.0,"['today', 'went', 'medja', 'much', 'take', 'pictur', 'hope', 'like', 'photo', 'order', 'noodl', 'toilet', 'far', 'away', 'though', 'outsid', 'kid', 'came', 'medja', 'mom', 'dad', 'kevin', 'nadia', 'iroh', 'end']"
Medja Restaurant,Dony Siswantoro,4.0,"['instagram', 'place', 'good', 'gather', 'lot', 'choic', 'indonesian', 'food', 'snack', 'tbough', 'tast', 'good']"
Medja Restaurant,William Chrisfandy Cen,5.0,"['great', 'environ', 'great', 'food', 'great', 'servic', 'recommend', 'whenev', 'came', 'bogor']"
Medja Restaurant,Jono,3.0,"['comfort', 'cozi', 'place', 'hangout', 'food', 'somehow', 'expect', 'iga', 'bakar', 'tast', 'like', 'rendang', 'ayam', 'taliwang', 'tast', 'sweet', 'spice', 'least', 'ice', 'coffe', 'medja', 'good', 'though']"
Medja Restaurant,David Lamuda,5.0,"['good', 'ambienc', 'food', 'tri', 'lite', 'meal', 'tast', 'good']"
Medja Restaurant,jose andreas li,5.0,"['quit', 'expens', 'student', 'oftenli', 'go', 'place', 'ok', 'larg', 'park', 'space']"
Medja Restaurant,Ervin Yuda,5.0,"['good', 'food', 'good', 'tast', 'cozi', 'place', 'excel', 'servic']"
Medja Restaurant,Tisya Meidianti,4.0,"['realli', 'nice', 'ambienc', 'excel', 'servic', 'fair', 'price', 'fair', 'tast', 'locat', 'easi', 'find', 'park', 'lot', 'spaciou']"
Medja Restaurant,Qaiszara Puspadewi,5.0,"['picturesqu', 'restaur', 'love', 'vibe', 'food', 'price', 'rang', 'moder']"
Medja Restaurant,Dyah Wulandari,5.0,"['super', 'nice', 'love', 'mie', 'goreng', 'kampung', 'kelepon', 'cake', 'bring', 'old', 'memori', 'soft', 'spong', 'cake']"
Medja Restaurant,Erwin Syamsi,4.0,"['good', 'place', 'instagramm', 'servic', 'quit', 'well', 'food', 'ok']"
Medja Restaurant,S R,5.0,"['ambienc', 'quit', 'nice', 'staff', 'also', 'humbl', 'inform', 'price', 'tast', 'ok', 'lah']"
Medja Restaurant,Ivan Boyd,5.0,"['good', 'place', 'good', 'park', 'clean', 'tabl', 'good', 'hospit', 'great', 'food', 'park', 'wait', 'hour', 'worth', 'wait']"
Medja Restaurant,Erma Irawati,4.0,"['cozi', 'place', 'perfect', 'chill', 'friend', 'order', 'tofu', 'crispi', 'ayam', 'taliwang', 'bunci', 'dont', 'like', 'tast', 'ayam', 'taliwang', 'other', 'ok']"
Medja Restaurant,Sara Veronica Sitinjak,4.0,"['view', 'good', 'food', 'pricey', 'k', 'like', 'dori', 'fish', 'recommend']"
Medja Restaurant,Jenn Jennifer,4.0,"['love', 'protokol', 'interior', 'place', 'tast', 'gurami', 'littl', 'hard', 'ayam', 'gairah', 'tast', 'good', 'crispi', 'food', 'disclaim', 'base', 'opinion', 'might', 'differ']"
Restoran The Volcano,Diatherman Anggen,5.0,"['roast', 'chicken', 'juici', 'delici', 'healthi', 'cheaper', 'altern', 'compar', 'junk', 'food', 'fri', 'chicken', 'price', 'also', 'reason', 'cheap', 'around', 'rp', 'k', 'whole', 'chicken', 'love', 'escargot', 'butteri', 'oili', 'realli', 'appet', 'recommend', 'onion', 'ring', 'also', 'delight', 'know', 'non', 'smoke', 'area', 'guest', 'smoke', 'children', 'overal', 'recommend']"
Restoran The Volcano,Gladwin Suryatin,5.0,"['grill', 'rotisseri', 'chicken', 'beer', 'perfect', 'night', 'friend', 'tast', 'great', 'price', 'shabbi', 'either', 'miss', 'happi', 'hour', 'around', 'cheaper', 'beer']"
Restoran The Volcano,Andi Rahardjo,5.0,"['place', 'small', 'offer', 'differ', 'varieti', 'food', 'drink', 'beer', 'rel', 'cheap', 'price', 'food', 'good', 'never', 'dissapoint', 'everytim', 'eat', 'tri', 'rotisseri', 'chicken', 'signatur', 'sauc', 'best', 'chicken', 'bandung']"
Restoran The Volcano,levanya charissa,5.0,"['recommend', 'eat', 'delici', 'much', 'want', 'order', 'chicken', 'french', 'fri', 'peopl', 'full', 'delici', 'sauc', 'season', 'mani', 'choic', 'mix', 'accord', 'want', 'price', 'expens', 'opinion', 'order', 'beer', 'alcohol', 'drink', 'suitabl', 'good', 'meal', 'relax', 'friend', 'place', 'small', 'crowd', 'wait', 'list']"
Restoran The Volcano,Dwi Lejeune,5.0,"['order', 'whole', 'chicken', 'tender', 'juici', 'realli', 'love', 'potato', 'wedg', 'good', 'season']"
Restoran The Volcano,Rheine Adithia,4.0,"['food', 'great', 'tri', 'famou', 'smoke', 'chicken', 'meat', 'realli', 'juici', 'got', 'lot', 'sauc', 'use', 'side', 'eat', 'chicken', 'downsid', 'eat', 'smoke', 'smell', 'room', 'accompani', 'chicken', 'beer', 'non', 'alcohol', 'drink', 'avail', 'recommend', 'adult', 'children']"
Restoran The Volcano,Seno Prasetyo,5.0,"['place', 'place', 'locat', 'strateg', 'locat', 'easi', 'reach', 'find', 'road', 'need', 'fix', 'lot', 'pothol', 'price', 'price', 'complex', 'averag', 'lot', 'stuff', 'find', 'servic', 'staff', 'friendli', 'help', 'park', 'park', 'spot', 'tight', 'big', 'car', 'maneuv', 'cleanli', 'restaur', 'clean', 'well', 'maintain', 'despit', 'small', 'space', 'tast', 'must', 'whole', 'grill', 'chicken', 'snail', 'escargot', 'good', 'draught', 'beer', 'perfect', 'companion']"
Restoran The Volcano,Alvin Kurniadi,3.0,"['look', 'entyc', 'far', 'noth', 'special', 'portion', 'kinda', 'small', 'price', 'rather', 'steep', 'roast', 'chiken', 'kinda', 'ok', 'albeit', 'slighli', 'unbal', 'spice', 'distribut', 'overal', 'ok', 'experi', 'staff', 'nice', 'though']"
Restoran The Volcano,Colette Ryu,5.0,"['order', 'whole', 'chicken', 'share', 'delici', 'forget', 'add', 'extra', 'chip', 'eat', 'chicken', 'yummi', 'also', 'varieti', 'sauc', 'enjoy', 'food']"
Restoran The Volcano,tanjung herman,3.0,"['place', 'beer', 'snack', 'grill', 'chicken', 'favorit']"
Restoran The Volcano,Andreas haynes,5.0,"['found', 'place', 'coincid', 'surv', 'web', 'place', 'bandung', 'spend', 'even', 'pub', 'grub', 'chill', 'beer', 'know', 'exact', 'locat', 'may', 'take', 'time', 'find', 'place', 'restobar', 'serv', 'beer', 'bintang', 'san', 'miquel', 'guiness', 'draft', 'along', 'wide', 'select', 'bottl', 'beer', 'soju', 'j', 'germeist', 'bali', 'wine', 'glass', 'well', 'small', 'select', 'import', 'bottl', 'wine', 'approx', 'rp', 'bottl', 'also', 'avail', 'centerpiec', 'restaur', 'rotisseri', 'oven', 'seemingli', 'endless', 'swarm', 'chicken', 'grill', 'serv', 'restaur', 'take', 'away', 'price', 'well', 'manag', 'kg', 'bird', 'come', 'rp', 'juici', 'tender', 'pleasant', 'surpric', 'also', 'tri', 'escargeau', 'rp', 'per', 'dozen', 'serv', 'french', 'bread', 'real', 'bargain', 'stay', 'away', 'grill', 'sausag', 'deepfri', 'onion', 'ring', 'use', 'rice', 'flour', 'make', 'batter', 'unpleas', 'restaur', 'offer', 'limit', 'number', 'outdoor', 'seat', 'prefer', 'light', 'better', 'nice', 'fresh', 'outsid', 'insid', 'dark', 'faintli', 'lit', 'red', 'lamp', 'could', 'come', 'stripper', 'bar', 'nice', 'experi', 'place', 'spend', 'even', 'enjoy', 'probabl', 'best', 'chicken', 'west', 'java', 'waitress', 'friendli', 'attent', 'defin', 'go']"
Restoran The Volcano,Marsaulina Clarissa,5.0,"['roast', 'chicken', 'beer', 'ask', 'also', 'tri', 'escargot', 'butteri', 'herb', 'spice', 'make', 'want', 'ask']"
Restoran The Volcano,fify s,5.0,"['best', 'chicken', 'grill', 'escargot', 'psm', 'fri', 'potato', 'onion', 'ring', 'bratwurst', 'french', 'fri', 'cold', 'beer']"
Restoran The Volcano,Reva RE,5.0,"['good', 'tast', 'best', 'chicken', 'grill', 'escargot', 'psm', 'fri', 'potato', 'onion', 'ring', 'bratwurst', 'french', 'fri', 'cold', 'beer']"
Restoran The Volcano,Andy Princen,5.0,"['best', 'staff', 'super', 'friendli', 'beauti', 'smile', 'belgian', 'person', 'heaven', 'earth', 'recommend', 'park', 'lot', 'park', 'front', 'restaur', 'came', 'weekend', 'stil', 'mani', 'place', 'offer', 'wheelchair', 'access', 'open', 'room', 'enough', 'space', 'wheelchair']"
Restoran The Volcano,Salma Nathifa Aji,5.0,"['tasti', 'roast', 'chicken', 'dish', 'look', 'delic', 'pricey', 'variou', 'sauc', 'add', 'meal', 'much', 'u', 'want', 'also', 'serv', 'sever', 'beer', 'place', 'ambienc', 'comfort', 'yet', 'fun', 'great', 'place', 'hang', 'friend', 'small', 'group']"
Restoran The Volcano,Prieschila Tamsir,5.0,"['best', 'roast', 'chicken', 'ever', 'order', 'whole', 'chicken', 'friend', 'good', 'place', 'hang', 'friend', 'vari', 'option', 'food', 'beverag']"
Restoran The Volcano,hese Suka Kuliner,5.0,"['nice', 'place', 'hangout', 'roast', 'chicken', 'delici', 'great', 'varieti', 'sauc', 'wedg', 'highli', 'recommend', 'great', 'beer', 'promo', 'buy', 'draft', 'get', 'free', 'pm', 'nice', 'ambienc', 'downsid', 'place', 'kind', 'small', 'crowd', 'hard', 'get', 'tabl', 'favourit', 'place', 'friendli', 'servic', 'one', 'rush', 'us', 'matter', 'busi', 'place', 'like']"
Restoran The Volcano,Edward Nagacholie,4.0,"['small', 'hidden', 'place', 'padalarang', 'serv', 'belgian', 'food', 'popular', 'food', 'grill', 'chicken', 'good', 'servic', 'alsoo', 'good', 'tri', 'grill', 'chicken', 'meatbal', 'oxtail', 'soup', 'nice', 'refresh']"
Restoran The Volcano,Dian Arumningtyas,4.0,"['great', 'roast', 'chicken', 'good', 'price', 'came', 'day', 'ago', 'waitress', 'nice', 'look', 'like', 'badmood', 'simpli', 'bad', 'day', 'dont', 'know', 'anyway', 'worth', 'though']"
Restoran The Volcano,Anonymous 777,5.0,"['explos', 'volcano', 'explod', 'molten', 'lava', 'hot', 'poisonu', 'gase', 'mouth', 'water', 'dish', 'menu', 'lot', 'choic', 'drink', 'drain', 'cool', 'erupt', 'grill', 'chicken', 'almost', 'exactli', 'expect', 'price', 'compet', 'compar', 'water', 'hole', 'restaur', 'degre', 'unfotun', 'place', 'bit', 'hidden', 'commerci', 'stall']"
Restoran The Volcano,Gloria Caeli,5.0,"['finger', 'lickin', 'good', 'worth', 'price', 'chicken', 'marin', 'delici', 'regular', 'never', 'disappoint']"
Restoran The Volcano,Nick Princen,5.0,"['staff', 'amaz', 'grill', 'chicken', 'world', 'definit', 'go', 'back', 'soon']"
Restoran The Volcano,Syifa,5.0,"['look', 'great', 'roast', 'chicken', 'highli', 'recommend', 'place', 'whole', 'roast', 'chicken', 'price', 'around', 'idr', 'around', 'decemb', 'great', 'place', 'feast', 'hang', 'friend']"
Restoran The Volcano,Edricnes,5.0,"['belgian', 'resto', 'bar', 'rel', 'cheap', 'food', 'good', 'must', 'go', 'area']"
Restoran The Volcano,Qiu Tube,5.0,"['love', 'roast', 'chicken', 'much', 'bit', 'spici', 'sure', 'handl', 'great', 'vibe', 'well', 'look', 'altern', 'hangout', 'good', 'friend', 'bandung', 'visit', 'place', 'p', 'also', 'serv', 'beer']"
Restoran The Volcano,Adrian Firdaus,5.0,"['comin', 'ten', 'year', 'tri', 'signatur', 'roast', 'chicken', 'merguez', 'sausag']"
Restoran The Volcano,Daisy G,4.0,"['one', 'best', 'rotisseri', 'chicken', 'town', 'sinc', 'dont', 'know', 'mani', 'year', 'ago', 'like', 'sit', 'indoor', 'cant', 'stand', 'smoker', 'sit', 'outsid', 'inhal', 'great', 'aroma', 'chicken', 'mix', 'pollut', 'car', 'pass', 'thru', 'mani', 'car', 'tho', 'overal', 'keep', 'come', 'back', 'next', 'time', 'tri', 'escargot']"
Restoran The Volcano,The Truth,5.0,"['good', 'place', 'good', 'food', 'good', 'servic', 'also', 'afford', 'price']"
Restoran The Volcano,Doddy Priabudi,5.0,"['quit', 'comfort', 'place', 'hang', 'friend', 'belgian', 'roast', 'chicken', 'spici', 'delici']"
Restoran The Volcano,Nadia Adriani,5.0,"['special', 'roast', 'belgian', 'chicken', 'tender', 'meat', 'special', 'saus', 'mani', 'side', 'dish', 'like', 'french', 'fri', 'sausag', 'steak', 'escargot', 'etc', 'mani', 'local', 'foreign', 'come', 'eat', 'price', 'right']"
Restoran The Volcano,Stephen Tjandra,5.0,"['serv', 'best', 'fall', 'back', 'beer', 'bandung', 'keep', 'guy']"
Restoran The Volcano,Muhammad Daffa Akbari,5.0,"['realli', 'good', 'roadst', 'chicken', 'place', 'realli', 'big', 'good', 'place', 'beer', 'chicken', 'friend']"
Restoran The Volcano,Joel Abednego,5.0,"['cozi', 'place', 'pall', 'around', 'friend', 'weekend', 'even', 'beer', 'best', 'roast', 'chicken', 'town', 'readi', 'give', 'warm', 'welcom']"
Restoran The Volcano,Anton Susanto,5.0,"['best', 'roast', 'chiken', 'love', 'servic', 'nice', 'ambianc', 'good', 'music']"
Restoran The Volcano,Leeds Asik,1.0,"['tri', 'give', 'chicken', 'skin', 'look', 'like', 'come', 'trash', 'bin', 'disrespect', 'disappoint', 'place', 'recommend']"
Restoran The Volcano,Mped Low,5.0,"['new', 'bandung', 'great', 'littl', 'water', 'hole', 'cold', 'beer', 'good', 'vibe', 'beaten', 'track', 'bit', 'seem', 'well', 'known', 'local', 'bule', 'alik', 'tap', 'beer', 'gener', 'happi', 'hour', 'everi', 'afternoon', 'good', 'pub', 'food', 'roast', 'chicken', 'highli', 'recommend']"
Restoran The Volcano,Ricky Ryan,4.0,"['famou', 'whole', 'roast', 'chicken', 'good', 'tast', 'afford', 'price', 'sometim', 'chicken', 'way', 'dri', 'kinda', 'random', 'time', 'get', 'juici', 'one', 'guess', 'much', 'heat', 'exposur', 'evapor', 'moistur', 'chicken', 'need', 'inject', 'chicken', 'brine', 'want', 'keep', 'chicken', 'juici', 'simpli', 'take', 'away', 'replac', 'new', 'one']"
Restoran The Volcano,Ivan N,3.0,"['nice', 'food', 'ok', 'price', 'roast', 'chicken', 'delish', 'set', 'famili', 'friendli', 'waiter', 'nice', 'one', 'bit', 'rude']"
Restoran The Volcano,Nicco Avinta,5.0,"['place', 'great', 'place', 'hang', 'friend', 'food', 'beer', 'chicken', 'best', 'roast', 'chicken', 'town', 'reason', 'price', 'meat', 'thick', 'season', 'right', 'one', 'whole', 'chicken', 'feed', 'peopl', 'beer', 'promo', 'quit', 'crazi', 'offer', 'big', 'bottl', 'beer', 'small', 'bottl', 'k', 'right', 'peopl', 'vibe', 'atmospher', 'suitabl', 'hang', 'friend', 'bar', 'cozi', 'usual', 'tune', 'tv', 'footbal', 'match', 'lot', 'foreign', 'visit', 'place', 'thu', 'place', 'foreign', 'friendli']"
Restoran The Volcano,Vania Mathilda,5.0,"['favorit', 'grill', 'chicken', 'town', 'recommend']"
